tensor_id,layer_name,mean_absolute_weight,weight_variance,l2_norm,max_absolute_weight,sparsity,importance_score
59,model.layers.6.mlp.gate_proj.weight,122.7409896850586,3644.011962890625,328609.46875,255.0,0.00031193820177577436,146931189310.35925
60,model.layers.6.mlp.up_proj.weight,122.5859375,3613.057373046875,328004.03125,255.0,0.000316619873046875,145230276429.4033
61,model.layers.6.mlp.down_proj.weight,122.59117889404297,3602.9072265625,327928.09375,255.0,0.0003230354923289269,144794014740.14072
62,model.layers.6.input_layernorm.weight,0.26804935932159424,0.006273481994867325,12.64875316619873,0.73828125,0.0,0.021270179113164697
63,model.layers.6.post_attention_layernorm.weight,0.22512087225914001,0.00047918970813043416,10.235815048217773,0.248046875,0.0,0.0011041947417308182
64,model.layers.7.self_attn.q_proj.weight,122.52752685546875,3580.317626953125,197514.53125,255.0,0.0002884864807128906,86622152323.22961
65,model.layers.7.self_attn.k_proj.weight,122.5396728515625,3535.048828125,69737.9609375,255.0,0.000270843505859375,30201167819.984455
66,model.layers.7.self_attn.v_proj.weight,122.42041015625,3527.279052734375,69668.140625,255.0,0.000278472900390625,30075088444.54984
67,model.layers.7.self_attn.o_proj.weight,122.7188949584961,3672.1171875,198249.546875,255.0,0.00031185150146484375,89310951257.67033
68,model.layers.7.mlp.gate_proj.weight,122.7998275756836,3622.08349609375,328545.78125,255.0,0.0003259832155890763,146086644431.25494
69,model.layers.7.mlp.up_proj.weight,122.6302490234375,3596.74609375,327958.03125,255.0,0.00031176480115391314,144607308401.7672
70,model.layers.7.mlp.down_proj.weight,122.58090209960938,3576.94140625,327678.5,255.0,0.0003088170778937638,143631087184.94485
71,model.layers.7.input_layernorm.weight,0.30703070759773254,0.003327180864289403,14.137582778930664,0.80078125,0.0,0.014442200964072697
72,model.layers.7.post_attention_layernorm.weight,0.23836666345596313,0.0004997464711777866,10.8345365524292,0.267578125,0.0,0.0012906414024559118
73,model.layers.8.self_attn.q_proj.weight,122.46288299560547,3478.95263671875,196885.671875,255.0,0.0002994537353515625,83856558900.61177
74,model.layers.8.self_attn.k_proj.weight,122.54705810546875,3429.294921875,69542.546875,255.0,0.00031280517578125,29216113794.774475
75,model.layers.8.self_attn.v_proj.weight,122.60589599609375,3580.35888671875,69853.390625,255.0,0.0003204345703125,30653934348.581116
76,model.layers.8.self_attn.o_proj.weight,122.60908508300781,3608.887451171875,197772.625,255.0,0.0003142356872558594,87483404452.033
77,model.layers.8.mlp.gate_proj.weight,122.83781433105469,3643.2177734375,328812.21875,255.0,0.0003197409969288856,147104607665.98163
78,model.layers.8.mlp.up_proj.weight,122.6328125,3629.786376953125,328251.34375,255.0,0.0003199143975507468,146068075833.0956
79,model.layers.8.mlp.down_proj.weight,122.64069366455078,3629.615966796875,328271.03125,255.0,0.00032511624158360064,146078605832.1368
80,model.layers.8.input_layernorm.weight,0.3187923729419708,0.011718221940100193,15.235567092895508,1.2734375,0.0,0.05691519990969274
81,model.layers.8.post_attention_layernorm.weight,0.26451587677001953,0.000924887543078512,12.0494384765625,0.294921875,0.0,0.0029478642691504043
82,model.layers.9.self_attn.q_proj.weight,122.6168212890625,3592.11376953125,197692.046875,255.0,0.0003190040588378906,87046391214.42268
83,model.layers.9.self_attn.k_proj.weight,122.75711059570312,3572.53173828125,69908.2421875,255.0,0.00025177001953125,30650797538.155506
84,model.layers.9.self_attn.v_proj.weight,122.44900512695312,3509.610595703125,69648.140625,255.0,0.000335693359375,29921124134.925705
85,model.layers.9.self_attn.o_proj.weight,122.62347412109375,3671.145263671875,198121.375,255.0,0.0003352165222167969,89158121988.96509
86,model.layers.9.mlp.gate_proj.weight,122.77899932861328,3645.546875,328708.09375,255.0,0.00032008776906877756,147081530200.29382
87,model.layers.9.mlp.up_proj.weight,122.59333801269531,3615.639892578125,328043.5625,255.0,0.0003088170778937638,145361508463.67688
88,model.layers.9.mlp.down_proj.weight,122.55648803710938,3605.729248046875,327877.5,255.0,0.0003077767032664269,144846280951.45142
89,model.layers.9.input_layernorm.weight,0.31410160660743713,0.0037073628045618534,14.479084968566895,0.8359375,0.0,0.016860729575299865
90,model.layers.9.post_attention_layernorm.weight,0.27068576216697693,0.0007157308864407241,12.309484481811523,0.31640625,0.0,0.0023848168802421224
91,model.layers.10.self_attn.q_proj.weight,122.62344360351562,3578.0380859375,197626.125,255.0,0.0003190040588378906,86681068987.40984
92,model.layers.10.self_attn.k_proj.weight,122.63640594482422,3573.785400390625,69855.171875,255.0,0.000274658203125,30607450181.836372
93,model.layers.10.self_attn.v_proj.weight,122.42323303222656,3515.874267578125,69648.078125,255.0,0.000274658203125,29970018995.352238
94,model.layers.10.self_attn.o_proj.weight,122.68220520019531,3686.150390625,198276.78125,255.0,0.0003581047058105469,89633619304.53752
95,model.layers.10.mlp.gate_proj.weight,122.86371612548828,3646.024169921875,328892.34375,255.0,0.0003065629571210593,147286789206.5209
96,model.layers.10.mlp.up_proj.weight,122.6298599243164,3621.396240234375,328171.40625,255.0,0.0003115914005320519,145692660180.99503
97,model.layers.10.mlp.down_proj.weight,122.62971496582031,3623.676513671875,328192.96875,255.0,0.0003187006223015487,145792767649.39017
98,model.layers.10.input_layernorm.weight,0.3328447937965393,0.0031689461320638657,15.276643753051758,0.8828125,0.0,0.016113303091043692
99,model.layers.10.post_attention_layernorm.weight,0.27955296635627747,0.0009122248156927526,12.724703788757324,0.322265625,0.0,0.003244992286250946
100,model.layers.11.self_attn.q_proj.weight,122.57372283935547,3522.09130859375,197265.578125,255.0,0.0003027915954589844,85136888985.22362
101,model.layers.11.self_attn.k_proj.weight,122.55872344970703,3560.75048828125,69794.890625,255.0,0.000255584716796875,30450777719.197712
102,model.layers.11.self_attn.v_proj.weight,122.7081298828125,3487.30029296875,69725.6796875,255.0,0.000301361083984375,29828027918.90473
103,model.layers.11.self_attn.o_proj.weight,122.6275634765625,3655.384765625,198042.8125,255.0,0.00032138824462890625,88744343805.39793
104,model.layers.11.mlp.gate_proj.weight,122.75430297851562,3641.372802734375,328614.8125,255.0,0.000324249267578125,146841280121.73395
105,model.layers.11.mlp.up_proj.weight,122.59748077392578,3618.948974609375,328079.59375,255.0,0.000324249267578125,145513196794.6301
106,model.layers.11.mlp.down_proj.weight,122.5870361328125,3613.671142578125,328013.3125,255.0,0.00031818042043596506,145260132709.6157
107,model.layers.11.input_layernorm.weight,0.3955254554748535,0.00541431549936533,18.206377029418945,0.98828125,0.0,0.03898894919824795
108,model.layers.11.post_attention_layernorm.weight,0.2883681654930115,0.0009131426340900362,13.12145709991455,0.361328125,0.0,0.003455158698279637
109,model.layers.12.self_attn.q_proj.weight,122.54173278808594,3587.692138671875,197572.078125,255.0,0.000308990478515625,86834146602.43034
110,model.layers.12.self_attn.k_proj.weight,122.49739074707031,3568.919189453125,69781.7890625,255.0,0.000274658203125,30499052902.958714
111,model.layers.12.self_attn.v_proj.weight,122.24493408203125,3499.544921875,69535.140625,255.0,0.00035858154296875,29736580264.463516
112,model.layers.12.self_attn.o_proj.weight,122.60008239746094,3684.779052734375,198162.265625,255.0,0.0003228187561035156,89491739904.21497
113,model.layers.12.mlp.gate_proj.weight,122.71955871582031,3608.964111328125,328255.65625,255.0,0.0003082969051320106,145336485590.92325
114,model.layers.12.mlp.up_proj.weight,122.59069061279297,3586.412109375,327782.3125,255.0,0.0003180070489179343,144067184237.01086
115,model.layers.12.mlp.down_proj.weight,122.57125854492188,3577.451171875,327660.5,255.0,0.00030795010388828814,143632489611.92734
116,model.layers.12.input_layernorm.weight,0.3437533378601074,0.004542765207588673,15.852560997009277,0.89453125,0.0,0.024755211875211083
117,model.layers.12.post_attention_layernorm.weight,0.2990575432777405,0.0006547322846017778,13.583216667175293,0.443359375,0.0,0.0026596295274290693
118,model.layers.13.self_attn.q_proj.weight,122.56082153320312,3585.5517578125,197584.0625,255.0,0.0002741813659667969,86804147899.28903
119,model.layers.13.self_attn.k_proj.weight,122.500732421875,3587.122314453125,69817.6953125,255.0,0.000347137451171875,30668998444.026962
120,model.layers.13.self_attn.v_proj.weight,122.46134948730469,3524.597412109375,69682.15625,255.0,0.000316619873046875,30067174073.94222
121,model.layers.13.self_attn.o_proj.weight,122.60348510742188,3666.112548828125,198069.4375,255.0,0.0002899169921875,89002078648.80751
122,model.layers.13.mlp.gate_proj.weight,122.6305160522461,3602.42724609375,328005.125,255.0,0.0003244226681999862,144854998573.57532
123,model.layers.13.mlp.up_proj.weight,122.55821990966797,3583.121337890625,327683.84375,255.0,0.0003235556941945106,143852842474.54755
124,model.layers.13.mlp.down_proj.weight,122.59098815917969,3580.02734375,327728.75,255.0,0.0003025748592335731,143789775131.74695
125,model.layers.13.input_layernorm.weight,0.3773155212402344,0.0057929810136556625,17.419105529785156,0.984375,0.0,0.038074361238650795
126,model.layers.13.post_attention_layernorm.weight,0.31276094913482666,0.0005862107500433922,14.196270942687988,0.4375,0.0,0.0026027986945358376
127,model.layers.14.self_attn.q_proj.weight,122.60539245605469,3570.14013671875,197560.90625,255.0,0.0003142356872558594,86448876362.8506
128,model.layers.14.self_attn.k_proj.weight,122.49874877929688,3548.603271484375,69744.171875,255.0,0.000347137451171875,30307229471.191166
129,model.layers.14.self_attn.v_proj.weight,122.54795837402344,3447.287841796875,69576.34375,255.0,0.000263214111328125,29385352401.070385
130,model.layers.14.self_attn.o_proj.weight,122.60726928710938,3640.5029296875,197936.671875,255.0,0.0003361701965332031,88319753265.79752
131,model.layers.14.mlp.gate_proj.weight,122.52381134033203,3580.281982421875,327582.03125,255.0,0.0003110712277702987,143655641176.8863
132,model.layers.14.mlp.up_proj.weight,122.57876586914062,3574.958740234375,327654.5,255.0,0.0002904371649492532,143541097246.225
133,model.layers.14.mlp.down_proj.weight,122.5619888305664,3550.948974609375,327408.5,255.0,0.0002996271359734237,142449206924.1764
134,model.layers.14.input_layernorm.weight,0.36138200759887695,0.004241051618009806,16.617570877075195,0.90625,0.0,0.025468749642191185
135,model.layers.14.post_attention_layernorm.weight,0.32886314392089844,0.000665830506477505,14.928366661071777,0.408203125,0.0,0.0032688213597112698
136,model.layers.15.self_attn.q_proj.weight,122.38746643066406,3521.17578125,197017.0,255.0,0.0002903938293457031,84879383699.8722
137,model.layers.15.self_attn.k_proj.weight,122.59412384033203,3534.265625,69761.421875,255.0,0.000278472900390625,30217825473.47855
138,model.layers.15.self_attn.v_proj.weight,122.14370727539062,3194.59619140625,68911.546875,255.0,0.0002288818359375,26883118862.685238
139,model.layers.15.self_attn.o_proj.weight,122.7212142944336,3673.24951171875,198258.5,255.0,0.0003223419189453125,89343276534.6601
140,model.layers.15.mlp.gate_proj.weight,122.52798461914062,3592.02783203125,327696.0,255.0,0.00030482898000627756,144182887154.02844
141,model.layers.15.mlp.up_proj.weight,122.57762908935547,3590.03955078125,327786.21875,255.0,0.00031887402292340994,144199127675.86298
142,model.layers.15.mlp.down_proj.weight,122.57987976074219,3587.927734375,327772.6875,255.0,0.0003095106512773782,144112350172.15903
143,model.layers.15.input_layernorm.weight,0.4187995195388794,0.0042411391623318195,19.18033790588379,0.890625,0.0,0.03406786767803922
144,model.layers.15.post_attention_layernorm.weight,0.3523728847503662,0.0006152811110951006,15.986018180847168,0.44921875,0.0,0.0034659027052231953
145,model.layers.16.self_attn.q_proj.weight,122.49714660644531,3530.091552734375,197207.703125,255.0,0.0002903938293457031,85253002190.48764
146,model.layers.16.self_attn.k_proj.weight,122.4782485961914,3559.937255859375,69756.2890625,255.0,0.000286102294921875,30406078281.116116
147,model.layers.16.self_attn.v_proj.weight,122.45600128173828,3491.924072265625,69618.140625,255.0,0.000293731689453125,29760464182.80731
148,model.layers.16.self_attn.o_proj.weight,122.58212280273438,3647.3798828125,197941.109375,255.0,0.0003466606140136719,88469496869.13274
149,model.layers.16.mlp.gate_proj.weight,122.54838562011719,3620.635009765625,327990.53125,255.0,0.00031818042043596506,145484069691.87024
150,model.layers.16.mlp.up_proj.weight,122.65184783935547,3614.564697265625,328159.25,255.0,0.00029459866345860064,145440978317.8569
151,model.layers.16.mlp.down_proj.weight,122.57809448242188,3579.279541015625,327692.71875,255.0,0.0003102042537648231,143727719419.24796
152,model.layers.16.input_layernorm.weight,0.40188920497894287,0.004453263711184263,18.436309814453125,0.96875,0.0,0.03299580681981067
153,model.layers.16.post_attention_layernorm.weight,0.390775203704834,0.0007143987459130585,17.725744247436523,0.51171875,0.0,0.004948483887587469
154,model.layers.17.self_attn.q_proj.weight,122.49066162109375,3556.283203125,197338.5625,255.0,0.0003108978271484375,85936218065.26622
155,model.layers.17.self_attn.k_proj.weight,122.45191955566406,3523.83740234375,69676.2265625,255.0,0.000286102294921875,30056735576.254898
156,model.layers.17.self_attn.v_proj.weight,122.48681640625,3419.847900390625,69496.5625,255.0,0.00034332275390625,29101162148.84313
157,model.layers.17.self_attn.o_proj.weight,122.60830688476562,3654.464111328125,198011.609375,255.0,0.0003333091735839844,88693025867.36057
158,model.layers.17.mlp.gate_proj.weight,122.490234375,3644.7919921875,328076.46875,255.0,0.00031575289904139936,146423958711.6613
159,model.layers.17.mlp.up_proj.weight,122.59574890136719,3632.22900390625,328195.78125,255.0,0.00030621615587733686,146099462707.80423
160,model.layers.17.mlp.down_proj.weight,122.57695770263672,3618.665771484375,328031.5625,255.0,0.00032008776906877756,145456759701.4687
161,model.layers.17.input_layernorm.weight,0.43152523040771484,0.0057809301652014256,19.82923698425293,1.109375,0.0,0.04946635607030955
162,model.layers.17.post_attention_layernorm.weight,0.42307448387145996,0.0009478099527768791,19.196735382080078,0.478515625,0.0,0.007697779673450186
163,model.layers.18.self_attn.q_proj.weight,122.56898498535156,3551.10205078125,197412.171875,255.0,0.00027751922607421875,85900783988.87192
164,model.layers.18.self_attn.k_proj.weight,122.5496826171875,3489.7841796875,69657.25,255.0,0.00026702880859375,29782496586.17595
165,model.layers.18.self_attn.v_proj.weight,122.25216674804688,3173.061279296875,68920.34375,255.0,0.000263214111328125,26728102736.57956
166,model.layers.18.self_attn.o_proj.weight,122.66603088378906,3664.276611328125,198139.21875,255.0,0.0003190040588378906,89031654895.58601
167,model.layers.18.mlp.gate_proj.weight,122.43170928955078,3660.302490234375,328086.5,255.0,0.00031818042043596506,146980948163.48016
168,model.layers.18.mlp.up_proj.weight,122.61315155029297,3647.29296875,328361.28125,255.0,0.0003440163272898644,146794646092.27008
169,model.layers.18.mlp.down_proj.weight,122.600341796875,3640.746337890625,328276.875,255.0,0.00032771716360002756,146480577585.64685
170,model.layers.18.input_layernorm.weight,0.4386587142944336,0.006648464128375053,20.191268920898438,1.125,0.0,0.05888595249920824
171,model.layers.18.post_attention_layernorm.weight,0.46231913566589355,0.0012315568746998906,20.9822998046875,0.5234375,0.0,0.011946740505437892
172,model.layers.19.self_attn.q_proj.weight,122.55152893066406,3547.7216796875,197370.796875,255.0,0.00029850006103515625,85787006581.4673
173,model.layers.19.self_attn.k_proj.weight,122.64376831054688,3451.07861328125,69627.953125,255.0,0.000270843505859375,29462278119.948452
174,model.layers.19.self_attn.v_proj.weight,122.41285705566406,3399.848388671875,69424.984375,255.0,0.000293731689453125,28885160890.025314
175,model.layers.19.self_attn.o_proj.weight,122.60743713378906,3644.2626953125,197958.15625,255.0,0.00033473968505859375,88420810218.03734
176,model.layers.19.mlp.gate_proj.weight,122.3440170288086,3660.515380859375,327899.84375,255.0,0.0003228620917070657,146799961556.58817
177,model.layers.19.mlp.up_proj.weight,122.58230590820312,3651.2900390625,328332.125,255.0,0.0003173134464304894,146909427783.01715
178,model.layers.19.mlp.down_proj.weight,122.5995864868164,3654.441162109375,328399.9375,255.0,0.0003266767889726907,147085935828.36316
179,model.layers.19.input_layernorm.weight,0.4350306987762451,0.008776265196502209,20.138303756713867,1.21875,0.0,0.07688693172774938
180,model.layers.19.post_attention_layernorm.weight,0.49686336517333984,0.0013139263028278947,22.545181274414062,0.55859375,0.0,0.014718437725810132
181,model.layers.20.self_attn.q_proj.weight,122.54782104492188,3534.28857421875,197294.28125,255.0,0.00029754638671875,85426547633.53337
182,model.layers.20.self_attn.k_proj.weight,122.60619354248047,3411.6142578125,69536.3203125,255.0,0.000286102294921875,29077680811.264095
183,model.layers.20.self_attn.v_proj.weight,122.57199096679688,3549.400146484375,69779.6484375,255.0,0.00030517578125,30348862924.06237
184,model.layers.20.self_attn.o_proj.weight,122.68772888183594,3675.758056640625,198229.015625,255.0,0.000324249267578125,89366433632.24207
185,model.layers.20.mlp.gate_proj.weight,122.50590515136719,3656.3330078125,328210.6875,255.0,0.00032008776906877756,146965856779.27042
186,model.layers.20.mlp.up_proj.weight,122.55973815917969,3649.46923828125,328265.4375,255.0,0.00033916125539690256,146776108812.34262
187,model.layers.20.mlp.down_proj.weight,122.6073989868164,3635.10595703125,328245.375,255.0,0.00032268872018903494,146248764091.28763
188,model.layers.20.input_layernorm.weight,0.4329853057861328,0.007388693746179342,19.976856231689453,1.2265625,0.0,0.06390987497412855
189,model.layers.20.post_attention_layernorm.weight,0.5281581878662109,0.0013387041399255395,23.958965301513672,0.60546875,0.0,0.016940127780031865
190,model.layers.21.self_attn.q_proj.weight,122.53134155273438,3514.9697265625,197170.75,255.0,0.0002865791320800781,84895913975.61711
191,model.layers.21.self_attn.k_proj.weight,122.40760040283203,3466.716064453125,69548.34375,255.0,0.0002593994140625,29505350563.134148
192,model.layers.21.self_attn.v_proj.weight,122.474365234375,3529.48974609375,69697.2578125,255.0,0.000362396240234375,30117255824.947495
193,model.layers.21.self_attn.o_proj.weight,122.65959167480469,3687.1455078125,198251.390625,255.0,0.0003337860107421875,89631991937.27353
194,model.layers.21.mlp.gate_proj.weight,122.44422149658203,3625.53271484375,327808.96875,255.0,0.00032893093884922564,145474903505.0952
195,model.layers.21.mlp.up_proj.weight,122.61274719238281,3644.7587890625,328343.5625,255.0,0.00031956759630702436,146687839573.6482
196,model.layers.21.mlp.down_proj.weight,122.5303955078125,3456.751953125,326515.15625,255.0,0.00027743252576328814,138259471791.8266
197,model.layers.21.input_layernorm.weight,0.46372556686401367,0.007260471116751432,21.336950302124023,1.2265625,0.0,0.07183865431494367
198,model.layers.21.post_attention_layernorm.weight,0.5546362400054932,0.0015290267765522003,25.162240982055664,0.73046875,0.0,0.0213389306143594
199,model.norm.weight,1.914886474609375,0.018626149743795395,86.87742614746094,3.1875,0.0,3.0986538760370332
200,lm_head.weight,0.019268857315182686,0.000611224677413702,196.81912231445312,0.470703125,0.0,0.0023180571108031805
