tensor_id,layer_name,shannon_entropy,renyi_entropy,tsallis_entropy,local_entropy_mean,local_entropy_std,local_entropy_min,local_entropy_max,residual_entropy,entropy_stability,normalized_entropy,entropy_percentile
72,model.layers.7.post_attention_layernorm.weight,5.399493217468262,4.816829681396484,0.9645195007324219,5.320884466171265,0.06426520184055803,5.223842144012451,5.383094310760498,5.699209690093994,0.0,0.6749366521835327,0.16417910447761194
73,model.layers.8.self_attn.q_proj.weight,7.708746910095215,7.511020660400391,0.9945177435874939,7.297272539231926,0.1598148398919157,6.266759395599365,7.519855976104736,7.418390274047852,0.0,0.9635933637619019,0.3333333333333333
74,model.layers.8.self_attn.k_proj.weight,7.700758934020996,7.500211238861084,0.9944765567779541,7.284804975613952,0.18695832825103026,6.259919166564941,7.4988508224487305,7.417637348175049,0.0,0.9625948667526245,0.3034825870646766
75,model.layers.8.self_attn.v_proj.weight,7.735437393188477,7.562900066375732,0.9947113990783691,7.339669845998287,0.06088574840177777,6.905578136444092,7.48114013671875,7.455929279327393,0.0,0.9669296741485596,0.5024875621890548
76,model.layers.8.self_attn.o_proj.weight,7.747135162353516,7.585808753967285,0.9947947263717651,7.3498842131812125,0.06359403025143787,6.695071697235107,7.524996757507324,7.4413886070251465,0.0,0.9683918952941895,0.6616915422885572
77,model.layers.8.mlp.gate_proj.weight,7.75650691986084,7.601716995239258,0.99485182762146,7.3570635963485325,0.08275438601838289,5.4065399169921875,7.567838668823242,7.450156211853027,0.0,0.969563364982605,0.8109452736318408
78,model.layers.8.mlp.up_proj.weight,7.754009246826172,7.5969157218933105,0.9948346614837646,7.355683256491003,0.08030435158110365,5.427947998046875,7.566617965698242,7.447960376739502,0.0,0.9692511558532715,0.7611940298507462
79,model.layers.8.mlp.down_proj.weight,7.752774715423584,7.595293998718262,0.9948288202285767,7.352907330432737,0.08473272714784018,6.296939849853516,7.546814918518066,7.447328090667725,0.0,0.969096839427948,0.7263681592039801
80,model.layers.8.input_layernorm.weight,4.9439239501953125,4.332722187042236,0.9503726959228516,5.001283645629883,0.17578026561612253,4.766570568084717,5.260886192321777,5.305552005767822,0.0009765625,0.6179904937744141,0.06467661691542288
81,model.layers.8.post_attention_layernorm.weight,5.118344306945801,4.481777191162109,0.9552440643310547,4.973244309425354,0.0602981077210081,4.93524694442749,5.077600955963135,5.9422807693481445,0.0,0.6397930383682251,0.1044776119402985
82,model.layers.9.self_attn.q_proj.weight,7.742021560668945,7.575430393218994,0.9947571158409119,7.342267724568956,0.07968137750935966,6.658416748046875,7.52005672454834,7.445949554443359,0.0,0.9677526950836182,0.5870646766169154
83,model.layers.9.self_attn.k_proj.weight,7.738709449768066,7.57169771194458,0.9947435855865479,7.340385677292943,0.0708484094363889,6.922030925750732,7.488675594329834,7.450019836425781,0.0,0.9673386812210083,0.5472636815920398
84,model.layers.9.self_attn.v_proj.weight,7.7239603996276855,7.543426990509033,0.99463951587677,7.328557009808719,0.059265106391925025,7.1022047996521,7.5017595291137695,7.438721656799316,0.0,0.9654950499534607,0.39800995024875624
85,model.layers.9.self_attn.o_proj.weight,7.763963222503662,7.615472316741943,0.994900643825531,7.367629159707576,0.05502904055036431,6.842083930969238,7.536067008972168,7.454861640930176,0.0,0.9704954028129578,0.9900497512437811
86,model.layers.9.mlp.gate_proj.weight,7.756433486938477,7.601722717285156,0.99485182762146,7.357607907869599,0.07795082816675308,5.9399871826171875,7.565248966217041,7.450066089630127,0.0,0.9695541858673096,0.8059701492537313
87,model.layers.9.mlp.up_proj.weight,7.751008033752441,7.59174919128418,0.9948161244392395,7.352474153930829,0.08200208707209716,5.625943183898926,7.541842460632324,7.444523811340332,0.0,0.9688760042190552,0.6965174129353234
